600483,福能股份,2016年年度报告,2017-03-30,http://www.cninfo.com.cn/finalpage/2017-03-30/1203224706.PDF
600483,福能股份,2015年年度报告,2016-03-31,http://www.cninfo.com.cn/finalpage/2016-03-31/1202114536.PDF
600483,福能股份,2014年年度报告,2015-03-26,http://www.cninfo.com.cn/finalpage/2015-03-26/1200740883.PDF
600483,福建南纺,2013年年度报告,2014-03-21,http://www.cninfo.com.cn/finalpage/2014-03-21/63702653.PDF
600483,福建南纺,2012年年度报告,2013-03-26,http://www.cninfo.com.cn/finalpage/2013-03-26/62270526.PDF
600483,福建南纺,2011年年度报告,2012-03-22,http://www.cninfo.com.cn/finalpage/2012-03-22/60706522.PDF
600483,福建南纺,2010年年度报告,2011-03-28,http://www.cninfo.com.cn/finalpage/2011-03-28/59183970.PDF
600485,信威集团,2016年年度报告,2017-04-29,http://www.cninfo.com.cn/finalpage/2017-04-29/1203443143.PDF
600485,信威集团,2015年年度报告,2016-06-15,http://www.cninfo.com.cn/finalpage/2016-06-15/1202368815.PDF
600485,信威集团,2015年年度报告,2016-04-27,http://www.cninfo.com.cn/finalpage/2016-04-27/1202251406.PDF
600485,信威集团,2014年年度报告,2015-04-30,http://www.cninfo.com.cn/finalpage/2015-04-30/1200947548.PDF
600485,中创信测,2013年年度报告,2014-03-19,http://www.cninfo.com.cn/finalpage/2014-03-19/63692828.PDF
600485,中创信测,2012年年度报告,2013-04-03,http://www.cninfo.com.cn/finalpage/2013-04-03/62319141.PDF
600485,中创信测,2011年年度报告,2012-04-16,http://www.cninfo.com.cn/finalpage/2012-04-16/60835665.PDF
600486,扬农化工,2016年年度报告,2017-04-11,http://www.cninfo.com.cn/finalpage/2017-04-11/1203274183.PDF
600486,扬农化工,2015年年度报告,2016-03-15,http://www.cninfo.com.cn/finalpage/2016-03-15/1202044963.PDF
600486,扬农化工,2014年年度报告,2015-04-15,http://www.cninfo.com.cn/finalpage/2015-04-15/1200834058.PDF
600486,扬农化工,2013年年度报告,2014-03-18,http://www.cninfo.com.cn/finalpage/2014-03-18/63689220.PDF
600486,扬农化工,2012年年度报告,2013-03-29,http://www.cninfo.com.cn/finalpage/2013-03-29/62295434.PDF
600486,扬农化工,2011年年度报告,2012-04-10,http://www.cninfo.com.cn/finalpage/2012-04-10/60805799.PDF
600486,扬农化工,2010年年度报告,2011-04-12,http://www.cninfo.com.cn/finalpage/2011-04-12/59253957.PDF
600487,亨通光电,2016年年度报告,2017-04-22,http://www.cninfo.com.cn/finalpage/2017-04-22/1203360914.PDF
600487,亨通光电,2015年年度报告,2016-04-06,http://www.cninfo.com.cn/finalpage/2016-04-06/1202141578.PDF
600487,亨通光电,2014年年度报告,2015-04-15,http://www.cninfo.com.cn/finalpage/2015-04-15/1200832622.PDF
600487,亨通光电,2013年年度报告,2014-04-19,http://www.cninfo.com.cn/finalpage/2014-04-19/63873627.PDF
600487,亨通光电,2012年年度报告（修订版）,2013-03-30,http://www.cninfo.com.cn/finalpage/2013-03-30/62304485.PDF
600487,亨通光电,2012年年度报告,2013-03-21,http://www.cninfo.com.cn/finalpage/2013-03-21/62237009.PDF
600487,亨通光电,2011年年度报告,2012-03-20,http://www.cninfo.com.cn/finalpage/2012-03-20/60693879.PDF
600487,亨通光电,2010年年度报告,2011-03-12,http://www.cninfo.com.cn/finalpage/2011-03-12/59112426.PDF
600488,天药股份,2016年年度报告,2017-03-23,http://www.cninfo.com.cn/finalpage/2017-03-23/1203187540.PDF
600488,天药股份,2015年年度报告,2016-03-25,http://www.cninfo.com.cn/finalpage/2016-03-25/1202075914.PDF
600488,天药股份,2014年年度报告(修订版),2015-03-24,http://www.cninfo.com.cn/finalpage/2015-03-24/1200731160.PDF
600488,天药股份,2014年年度报告,2015-03-19,http://www.cninfo.com.cn/finalpage/2015-03-19/1201851428.PDF
600488,天药股份,2013年年度报告,2014-03-12,http://www.cninfo.com.cn/finalpage/2014-03-12/63664196.PDF
600488,天药股份,2012年年度报告（修订版）,2013-02-08,http://www.cninfo.com.cn/finalpage/2013-02-08/62126015.PDF
600488,天药股份,2012年年度报告,2013-02-07,http://www.cninfo.com.cn/finalpage/2013-02-07/62121150.PDF
600488,天药股份,2011年年度报告,2012-02-16,http://www.cninfo.com.cn/finalpage/2012-02-16/60547486.PDF
600489,中金黄金,2016年年度报告,2017-04-27,http://www.cninfo.com.cn/finalpage/2017-04-27/1203406208.PDF
600489,中金黄金,2015年年度报告,2016-04-29,http://www.cninfo.com.cn/finalpage/2016-04-29/1202268672.PDF
600489,中金黄金,2014年年度报告,2015-04-25,http://www.cninfo.com.cn/finalpage/2015-04-25/1200911067.PDF
600489,中金黄金,2013年年度报告,2014-04-19,http://www.cninfo.com.cn/finalpage/2014-04-19/63872915.PDF
600489,中金黄金,2012年年度报告,2013-04-26,http://www.cninfo.com.cn/finalpage/2013-04-26/62431300.PDF
600489,中金黄金,2011年年度报告,2012-04-16,http://www.cninfo.com.cn/finalpage/2012-04-16/60835667.PDF
600489,中金黄金,2010年年度报告,2011-03-23,http://www.cninfo.com.cn/finalpage/2011-03-23/59159948.PDF
600490,鹏欣资源,2016年年度报告,2017-04-08,http://www.cninfo.com.cn/finalpage/2017-04-08/1203264315.PDF
600490,鹏欣资源,2015年年度报告,2016-04-23,http://www.cninfo.com.cn/finalpage/2016-04-23/1202231848.PDF
600490,鹏欣资源,2014年年度报告,2015-04-28,http://www.cninfo.com.cn/finalpage/2015-04-28/1200924838.PDF
600490,鹏欣资源,2013年年度报告,2014-04-29,http://www.cninfo.com.cn/finalpage/2014-04-29/63945542.PDF
600490,中科合臣,2012年年度报告,2013-04-27,http://www.cninfo.com.cn/finalpage/2013-04-27/62441026.PDF
600490,ST合臣,2011年年度报告,2012-04-28,http://www.cninfo.com.cn/finalpage/2012-04-28/60931313.PDF
600490,*ST合臣,2010年年度报告,2011-04-25,http://www.cninfo.com.cn/finalpage/2011-04-25/59330252.PDF
600491,龙元建设,2016年年度报告,2017-04-25,http://www.cninfo.com.cn/finalpage/2017-04-25/1203379142.PDF
600491,龙元建设,2015年年度报告,2016-04-15,http://www.cninfo.com.cn/finalpage/2016-04-15/1202182027.PDF
600491,龙元建设,2014年年度报告,2015-04-15,http://www.cninfo.com.cn/finalpage/2015-04-15/1200834403.PDF
600491,龙元建设,2013年年度报告,2014-04-11,http://www.cninfo.com.cn/finalpage/2014-04-11/63821826.PDF
600491,龙元建设,2012年年度报告,2013-04-10,http://www.cninfo.com.cn/finalpage/2013-04-10/62341149.PDF
600491,龙元建设,2011年年度报告,2012-04-07,http://www.cninfo.com.cn/finalpage/2012-04-07/60795674.PDF
600491,龙元建设,2010年年度报告,2011-04-15,http://www.cninfo.com.cn/finalpage/2011-04-15/59271185.PDF
600493,凤竹纺织,2016年年度报告,2017-03-31,http://www.cninfo.com.cn/finalpage/2017-03-31/1203236245.PDF
600493,凤竹纺织,2015年年度报告,2016-03-31,http://www.cninfo.com.cn/finalpage/2016-03-31/1202115925.PDF
600493,凤竹纺织,2014年年度报告,2015-03-31,http://www.cninfo.com.cn/finalpage/2015-03-31/1200766957.PDF
600493,凤竹纺织,2013年年度报告,2014-03-29,http://www.cninfo.com.cn/finalpage/2014-03-29/63752413.PDF
600493,凤竹纺织,2012年年度报告,2013-03-30,http://www.cninfo.com.cn/finalpage/2013-03-30/62303631.PDF
600493,凤竹纺织,2011年年度报告,2012-04-24,http://www.cninfo.com.cn/finalpage/2012-04-24/60890607.PDF
600493,凤竹纺织,2010年年度报告,2011-04-06,http://www.cninfo.com.cn/finalpage/2011-04-06/59223404.PDF
600495,晋西车轴,2016年年度报告,2017-03-10,http://www.cninfo.com.cn/finalpage/2017-03-10/1203145825.PDF
600495,晋西车轴,2015年年度报告,2016-03-18,http://www.cninfo.com.cn/finalpage/2016-03-18/1202055894.PDF
600495,晋西车轴,2014年年度报告,2015-03-31,http://www.cninfo.com.cn/finalpage/2015-03-31/1200769621.PDF
600495,晋西车轴,2013年年度报告(修订版),2014-04-25,http://www.cninfo.com.cn/finalpage/2014-04-25/63917615.PDF
600495,晋西车轴,2013年年度报告,2014-04-23,http://www.cninfo.com.cn/finalpage/2014-04-23/63894574.PDF
600495,晋西车轴,2012年年度报告,2013-03-14,http://www.cninfo.com.cn/finalpage/2013-03-14/62211595.PDF
600495,晋西车轴,2011年年度报告,2012-03-09,http://www.cninfo.com.cn/finalpage/2012-03-09/60645679.PDF
600496,精工钢构,2016年年度报告,2017-04-18,http://www.cninfo.com.cn/finalpage/2017-04-18/1203316187.PDF
600496,精工钢构,2015年年度报告,2016-04-16,http://www.cninfo.com.cn/finalpage/2016-04-16/1202189113.PDF
