600006,东风汽车,东风汽车2004年年度报告,2005-03-01,http://www.cninfo.com.cn/finalpage/2005-03-01/15049083.PDF
600006,东风汽车,东风汽车2003年年度报告,2004-03-26,http://www.cninfo.com.cn/finalpage/2004-03-26/13830130.PDF
600006,东风汽车,东风汽车2002年年度报告,2003-03-06,http://www.cninfo.com.cn/finalpage/2003-03-06/10198562.PDF
600006,东风汽车,东风汽车2001年年度报告,2002-03-06,http://www.cninfo.com.cn/finalpage/2002-03-06/548561.PDF
600008,首创股份,首创股份2001年年度报告,2002-02-28,http://www.cninfo.com.cn/finalpage/2002-02-28/545693.PDF
600010,包钢股份,钢联股份2004年年度报告,2005-03-10,http://www.cninfo.com.cn/finalpage/2005-03-10/15085597.PDF
600010,包钢股份,钢联股份2003年年度报告,2004-02-26,http://www.cninfo.com.cn/finalpage/2004-02-26/13735802.PDF
600010,包钢股份,钢联股份2002年年度报告,2003-02-20,http://www.cninfo.com.cn/finalpage/2003-02-20/10149193.PDF
600010,包钢股份,钢联股份2001年年度报告,2002-03-27,http://www.cninfo.com.cn/finalpage/2002-03-27/559667.PDF
600011,华能国际,华能国际2001年年度报告,2002-03-12,http://www.cninfo.com.cn/finalpage/2002-03-12/551182.PDF
600016,民生银行,民生银行2001年年度报告,2002-04-24,http://www.cninfo.com.cn/finalpage/2002-04-24/578623.PDF
600019,宝钢股份,宝钢股份2001年年度报告,2002-03-08,http://www.cninfo.com.cn/finalpage/2002-03-08/549773.PDF
600022,山东钢铁,济南钢铁2005年年度报告,2006-04-15,http://www.cninfo.com.cn/finalpage/2006-04-15/16908650.PDF
600022,山东钢铁,济南钢铁2004年年度报告,2005-03-17,http://www.cninfo.com.cn/finalpage/2005-03-17/15108072.PDF
600026,中远海能,中海发展2003年年度报告,2004-03-15,http://www.cninfo.com.cn/finalpage/2004-03-15/13778575.PDF
600026,中远海能,中海发展2002年年度报告,2003-03-26,http://www.cninfo.com.cn/finalpage/2003-03-26/10337795.PDF
600028,中国石化,中国石化2001年年度报告,2002-04-01,http://www.cninfo.com.cn/finalpage/2002-04-01/562020.PDF
600033,福建高速,福建高速2001年年度报告,2002-03-25,http://www.cninfo.com.cn/finalpage/2002-03-25/557584.PDF
600036,招商银行,招商银行2004年年度报告,2005-03-31,http://www.cninfo.com.cn/finalpage/2005-03-31/15165988.PDF
600036,招商银行,招商银行2003年年度报告,2004-02-18,http://www.cninfo.com.cn/finalpage/2004-02-18/13703969.PDF
600036,招商银行,招商银行2002年年度报告,2003-04-18,http://www.cninfo.com.cn/finalpage/2003-04-18/10560269.PDF
600037,歌华有线,歌华有线2002年年度报告,2003-03-06,http://www.cninfo.com.cn/finalpage/2003-03-06/10198564.PDF
600037,歌华有线,歌华有线2001年年度报告,2002-03-20,http://www.cninfo.com.cn/finalpage/2002-03-20/555188.PDF
600038,中直股份,哈飞股份2002年年度报告,2003-01-23,http://www.cninfo.com.cn/finalpage/2003-01-23/10114659.PDF
600038,中直股份,哈飞股份2001年年度报告,2002-03-01,http://www.cninfo.com.cn/finalpage/2002-03-01/546121.PDF
600039,四川路桥,四川路桥2003年年度报告,2004-04-10,http://www.cninfo.com.cn/finalpage/2004-04-10/13889989.PDF
600051,宁波联合,宁波联合2001年年度报告,2002-03-21,http://www.cninfo.com.cn/finalpage/2002-03-21/555749.PDF
600052,浙江广厦,浙江广厦2003年年度报告,2004-04-10,http://www.cninfo.com.cn/finalpage/2004-04-10/13889990.PDF
600052,浙江广厦,浙江广厦2002年年度报告,2003-04-12,http://www.cninfo.com.cn/finalpage/2003-04-12/10491733.PDF
600052,浙江广厦,浙江广厦2001年年度报告,2002-04-15,http://www.cninfo.com.cn/finalpage/2002-04-15/570349.PDF
600053,九鼎投资,*ST江 纸2003年年度报告,2004-04-29,http://www.cninfo.com.cn/finalpage/2004-04-29/14004835.PDF
600053,九鼎投资,江西纸业2002年年度报告,2003-04-29,http://www.cninfo.com.cn/finalpage/2003-04-29/10670883.PDF
600053,九鼎投资,江西纸业2001年年度报告,2002-04-26,http://www.cninfo.com.cn/finalpage/2002-04-26/580554.PDF
600054,黄山旅游,黄山旅游2001年年度报告,2002-04-04,http://www.cninfo.com.cn/finalpage/2002-04-04/563821.PDF
600056,中国医药,中技贸易2002年年度报告,2003-03-19,http://www.cninfo.com.cn/finalpage/2003-03-19/10258597.PDF
600056,中国医药,中技贸易2001年年度报告,2002-03-25,http://www.cninfo.com.cn/finalpage/2002-03-25/557630.PDF
600057,象屿股份,夏新电子2004年年度报告,2005-04-20,http://www.cninfo.com.cn/finalpage/2005-04-20/15252599.PDF
600057,象屿股份,夏新电子2003年年度报告,2004-03-27,http://www.cninfo.com.cn/finalpage/2004-03-27/13840461.PDF
600057,象屿股份,ST 厦 新2002年年度报告,2003-03-27,http://www.cninfo.com.cn/finalpage/2003-03-27/10378446.PDF
600057,象屿股份,厦新电子2001年年度报告,2002-04-18,http://www.cninfo.com.cn/finalpage/2002-04-18/573415.PDF
600059,古越龙山,古越龙山2002年年度报告,2003-04-25,http://www.cninfo.com.cn/finalpage/2003-04-25/10634004.PDF
600059,古越龙山,古越龙山2001年年度报告,2002-04-11,http://www.cninfo.com.cn/finalpage/2002-04-11/567967.PDF
600061,国投安信,中纺投资2002年年度报告,2003-02-22,http://www.cninfo.com.cn/finalpage/2003-02-22/10159146.PDF
600061,国投安信,中纺投资2001年年度报告,2002-03-21,http://www.cninfo.com.cn/finalpage/2002-03-21/555750.PDF
600062,华润双鹤,双鹤药业2002年年度报告,2003-03-27,http://www.cninfo.com.cn/finalpage/2003-03-27/10378477.PDF
600062,华润双鹤,双鹤药业2001年年度报告,2002-03-21,http://www.cninfo.com.cn/finalpage/2002-03-21/555751.PDF
600063,皖维高新,皖维高新2004年年度报告,2005-03-22,http://www.cninfo.com.cn/finalpage/2005-03-22/15125996.PDF
600063,皖维高新,皖维高新2003年年度报告,2004-03-06,http://www.cninfo.com.cn/finalpage/2004-03-06/13757691.PDF
600063,皖维高新,皖维高新2002年年度报告,2003-01-15,http://www.cninfo.com.cn/finalpage/2003-01-15/10104883.PDF
600063,皖维高新,皖维高新2001年年度报告,2002-02-05,http://www.cninfo.com.cn/finalpage/2002-02-05/541795.PDF
600064,南京高科,南京高科2002年年度报告,2003-04-05,http://www.cninfo.com.cn/finalpage/2003-04-05/10446656.PDF
600064,南京高科,南京高科2001年年度报告,2002-03-15,http://www.cninfo.com.cn/finalpage/2002-03-15/553118.PDF
600066,宇通客车,宇通客车2002年年度报告,2003-04-01,http://www.cninfo.com.cn/finalpage/2003-04-01/10419747.PDF
600066,宇通客车,宇通客车2001年年度报告,2002-02-25,http://www.cninfo.com.cn/finalpage/2002-02-25/544009.PDF
600067,冠城大通,冠城大通2003年年度报告,2004-04-08,http://www.cninfo.com.cn/finalpage/2004-04-08/13882621.PDF
600067,冠城大通,福州大通2002年年度报告,2003-04-01,http://www.cninfo.com.cn/finalpage/2003-04-01/10419745.PDF
600067,冠城大通,福州大通2001年年度报告,2002-03-05,http://www.cninfo.com.cn/finalpage/2002-03-05/547495.PDF
600069,银鸽投资,银鸽投资2002年年度报告,2003-04-16,http://www.cninfo.com.cn/finalpage/2003-04-16/10532096.PDF
600069,银鸽投资,银鸽投资2001年年度报告,2002-04-12,http://www.cninfo.com.cn/finalpage/2002-04-12/569121.PDF
600070,浙江富润,浙江富润2004年年度报告,2005-04-09,http://www.cninfo.com.cn/finalpage/2005-04-09/15202879.PDF
600070,浙江富润,浙江富润2003年年度报告,2004-03-25,http://www.cninfo.com.cn/finalpage/2004-03-25/13823397.PDF
600070,浙江富润,浙江富润2002年年度报告,2003-03-25,http://www.cninfo.com.cn/finalpage/2003-03-25/10327291.PDF
600070,浙江富润,浙江富润2001年年度报告,2002-02-05,http://www.cninfo.com.cn/finalpage/2002-02-05/541796.PDF
600074,保千里,中达股份2004年年度报告,2005-03-12,http://www.cninfo.com.cn/finalpage/2005-03-12/15092696.PDF
600074,保千里,中达股份2003年年度报告,2004-02-19,http://www.cninfo.com.cn/finalpage/2004-02-19/13716059.PDF
600074,保千里,南京中达2002年年度报告,2003-03-01,http://www.cninfo.com.cn/finalpage/2003-03-01/10183388.PDF
600074,保千里,南京中达2001年年度报告,2002-04-12,http://www.cninfo.com.cn/finalpage/2002-04-12/569125.PDF
600075,新疆天业,新疆天业2002年年度报告,2003-04-23,http://www.cninfo.com.cn/finalpage/2003-04-23/10614975.PDF
600075,新疆天业,新疆天业2001年年度报告,2002-03-26,http://www.cninfo.com.cn/finalpage/2002-03-26/558399.PDF
600076,康欣新材,青鸟华光2005年年度报告,2006-04-20,http://www.cninfo.com.cn/finalpage/2006-04-20/16935233.PDF
600076,康欣新材,青鸟华光2004年年度报告,2005-04-29,http://www.cninfo.com.cn/finalpage/2005-04-29/15326868.PDF
600076,康欣新材,青鸟华光2003年年度报告,2004-04-07,http://www.cninfo.com.cn/finalpage/2004-04-07/13879083.PDF
600076,康欣新材,青鸟华光2002年年度报告,2003-04-11,http://www.cninfo.com.cn/finalpage/2003-04-11/10483559.PDF
600076,康欣新材,青鸟华光2001年年度报告,2002-03-13,http://www.cninfo.com.cn/finalpage/2002-03-13/551672.PDF
600077,宋都股份,国能集团2003年年度报告,2004-04-22,http://www.cninfo.com.cn/finalpage/2004-04-22/13958582.PDF
600077,宋都股份,国能集团2002年年度报告,2003-04-19,http://www.cninfo.com.cn/finalpage/2003-04-19/10575634.PDF
600077,宋都股份,国能集团2001年年度报告,2002-04-05,http://www.cninfo.com.cn/finalpage/2002-04-05/564693.PDF
600078,澄星股份,澄星股份2001年年度报告,2002-01-30,http://www.cninfo.com.cn/finalpage/2002-01-30/540257.PDF
600079,人福医药,人福科技2003年年度报告,2004-03-27,http://www.cninfo.com.cn/finalpage/2004-03-27/13840490.PDF
600079,人福医药,人福科技2002年年度报告,2003-02-12,http://www.cninfo.com.cn/finalpage/2003-02-12/10131985.PDF
600079,人福医药,人福科技2001年年度报告,2002-01-25,http://www.cninfo.com.cn/finalpage/2002-01-25/548852.PDF
600080,金花股份,金花股份2005年年度报告,2006-04-27,http://www.cninfo.com.cn/finalpage/2006-04-27/16989949.PDF
600080,金花股份,金花股份2004年年度报告,2005-04-28,http://www.cninfo.com.cn/finalpage/2005-04-28/15311469.PDF
600080,金花股份,金花股份2003年年度报告,2004-03-27,http://www.cninfo.com.cn/finalpage/2004-03-27/13840492.PDF
600080,金花股份,金花股份2002年年度报告,2003-03-29,http://www.cninfo.com.cn/finalpage/2003-03-29/10402664.PDF
600080,金花股份,金花股份2001年年度报告,2002-02-07,http://www.cninfo.com.cn/finalpage/2002-02-07/542746.PDF
600081,东风科技,东风科技2001年年度报告,2002-03-19,http://www.cninfo.com.cn/finalpage/2002-03-19/554641.PDF
600082,海泰发展,ST 海 泰2002年年度报告,2003-04-09,http://www.cninfo.com.cn/finalpage/2003-04-09/10465767.PDF
600082,海泰发展,海泰发展2001年年度报告,2002-03-19,http://www.cninfo.com.cn/finalpage/2002-03-19/554642.PDF
600082,海泰发展,ST 海 泰2000年年度报告,2001-04-28,http://www.cninfo.com.cn/finalpage/2001-04-28/11365262.PDF
600083,博信股份,ST 博 讯2004年年度报告,2005-02-22,http://www.cninfo.com.cn/finalpage/2005-02-22/15024631.PDF
600083,博信股份,ST 博 讯2003年年度报告,2004-04-20,http://www.cninfo.com.cn/finalpage/2004-04-20/13942072.PDF
600083,博信股份,ST 红 光2002年年度报告,2003-02-28,http://www.cninfo.com.cn/finalpage/2003-02-28/10176220.PDF
